Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\IMG\robocam_2018_09_19_18_51_42_883.jpg;0;0;1;0.05298988;14.69549;100.8962;0.8636274;192.7311;0.01902984
D:\IMG\robocam_2018_09_19_18_51_42_926.jpg;0;0;1;0.06279965;14.69545;100.8962;0.722263;192.7311;0.02937553
D:\IMG\robocam_2018_09_19_18_51_42_995.jpg;0;0;1;0.06298263;14.69535;100.8962;0.4426484;192.7311;0.04734702
D:\IMG\robocam_2018_09_19_18_51_43_096.jpg;0;0;1;0.06162993;14.69523;100.8962;0.1107841;192.7314;0.06448186
D:\IMG\robocam_2018_09_19_18_51_43_164.jpg;0;0;1;0.0572051;14.69516;100.8962;359.9269;192.7316;0.07188399
D:\IMG\robocam_2018_09_19_18_51_43_224.jpg;0;0;1;0.05333389;14.69509;100.8962;359.7579;192.7318;0.07716965
D:\IMG\robocam_2018_09_19_18_51_43_319.jpg;0;0;1;0.04871729;14.69499;100.8962;359.5148;192.7322;0.08150055
D:\IMG\robocam_2018_09_19_18_51_43_382.jpg;0;0;1;0.03975569;14.69494;100.8962;359.4019;192.7328;0.07302186
D:\IMG\robocam_2018_09_19_18_51_43_478.jpg;0;0;1;0.03083716;14.69489;100.8962;359.2728;192.733;0.04116892
D:\IMG\robocam_2018_09_19_18_51_43_528.jpg;0;0;1;0.01979726;14.69487;100.8962;359.2398;192.733;0.02482477
D:\IMG\robocam_2018_09_19_18_51_43_623.jpg;0;0;1;0.01563675;14.69486;100.8962;359.1971;192.7323;359.9881
D:\IMG\robocam_2018_09_19_18_51_43_686.jpg;4.270654;0;1;0;14.69486;100.8961;359.2;192.732;359.9751
D:\IMG\robocam_2018_09_19_18_51_43_767.jpg;7.116034;0;1;0;14.69487;100.8961;359.2294;192.732;359.9628
D:\IMG\robocam_2018_09_19_18_51_43_839.jpg;10.75501;0;1;0;14.69489;100.8962;359.2832;192.7321;359.9545
D:\IMG\robocam_2018_09_19_18_51_43_913.jpg;13.9717;0;1;-0.01378787;14.69491;100.8962;359.336;192.7321;359.9498
D:\IMG\robocam_2018_09_19_18_51_44_037.jpg;15;0;1;-0.01674078;14.69497;100.8962;359.4908;192.7323;359.9443
D:\IMG\robocam_2018_09_19_18_51_44_141.jpg;15;0;1;-0.02205999;14.69502;100.8962;359.6182;192.7324;359.9447
D:\IMG\robocam_2018_09_19_18_51_44_214.jpg;15;0;1;-0.02330305;14.69506;100.8962;359.7238;192.7324;359.9472
D:\IMG\robocam_2018_09_19_18_51_44_314.jpg;15;0;1;-0.02364994;14.69511;100.8962;359.8544;192.7325;359.9525
D:\IMG\robocam_2018_09_19_18_51_44_389.jpg;15;0;1;-0.02293473;14.69514;100.8962;359.9293;192.7325;359.9567
D:\IMG\robocam_2018_09_19_18_51_44_474.jpg;15;0;1;-0.02196481;14.69518;100.8962;0.0446239;192.7325;359.9647
D:\IMG\robocam_2018_09_19_18_51_44_520.jpg;15;0;1;-0.0195983;14.6952;100.8962;0.08649465;192.7325;359.9681
D:\IMG\robocam_2018_09_19_18_51_44_656.jpg;15;0;1;-0.01843328;14.69524;100.8962;0.2097566;192.7324;359.9807
D:\IMG\robocam_2018_09_19_18_51_44_782.jpg;15;0;1;-0.01292394;14.69527;100.8963;0.2831957;192.7324;359.9912
D:\IMG\robocam_2018_09_19_18_51_44_905.jpg;15;0;1;0;14.69529;100.8963;0.3254866;192.7323;0.0006734381
D:\IMG\robocam_2018_09_19_18_51_44_980.jpg;15;0;1;0;14.69529;100.8963;0.3369034;192.7323;0.006076985
D:\IMG\robocam_2018_09_19_18_51_45_059.jpg;11.60365;0;1;0;14.69529;100.8963;0.3358814;192.7323;0.0106386
D:\IMG\robocam_2018_09_19_18_51_45_143.jpg;8.063436;0;1;0;14.69529;100.8963;0.3236489;192.7323;0.01429165
D:\IMG\robocam_2018_09_19_18_51_45_222.jpg;0;0;1;0;14.69528;100.8963;0.3016915;192.7323;0.01700838
D:\IMG\robocam_2018_09_19_18_51_45_300.jpg;-3.572121;0;1;0;14.69527;100.8963;0.2716807;192.7323;0.01879926
D:\IMG\robocam_2018_09_19_18_51_45_367.jpg;-7.064613;0;1;0;14.69526;100.8963;0.2449579;192.7323;0.01955856
D:\IMG\robocam_2018_09_19_18_51_45_462.jpg;-10.08295;0;1;0;14.69524;100.8963;0.1946686;192.7323;0.01979583
D:\IMG\robocam_2018_09_19_18_51_45_513.jpg;-14.33461;0;1;0;14.69524;100.8963;0.1731999;192.7323;0.01956346
D:\IMG\robocam_2018_09_19_18_51_45_608.jpg;-15;0;1;0;14.69522;100.8963;0.1180491;192.7323;0.01827527
D:\IMG\robocam_2018_09_19_18_51_45_677.jpg;-15;0;1;0;14.6952;100.8963;0.07407789;192.7323;0.01663647
D:\IMG\robocam_2018_09_19_18_51_45_788.jpg;-15;0;1;0;14.69518;100.8962;0.02168686;192.7323;0.0140236
D:\IMG\robocam_2018_09_19_18_51_45_902.jpg;-15;0;1;0;14.69516;100.8962;359.9657;192.7323;0.0103714
D:\IMG\robocam_2018_09_19_18_51_45_977.jpg;-15;0;1;0;14.69515;100.8962;359.934;192.7323;0.007802993
D:\IMG\robocam_2018_09_19_18_51_46_052.jpg;-15;0;1;0;14.69514;100.8962;359.9136;192.7323;0.005880308
D:\IMG\robocam_2018_09_19_18_51_46_145.jpg;-15;0;1;0;14.69513;100.8962;359.8868;192.7323;0.002798455
D:\IMG\robocam_2018_09_19_18_51_46_208.jpg;-15;0;1;0;14.69513;100.8962;359.875;192.7323;0.001076504
D:\IMG\robocam_2018_09_19_18_51_46_311.jpg;-15;0;1;0;14.69512;100.8962;359.8626;192.7323;-0.001497036
D:\IMG\robocam_2018_09_19_18_51_46_352.jpg;-15;0;1;0;14.69512;100.8962;359.86;192.7323;-0.002405141
D:\IMG\robocam_2018_09_19_18_51_46_459.jpg;-15;0;1;0;14.69512;100.8962;359.8603;192.7323;-0.004659696
D:\IMG\robocam_2018_09_19_18_51_46_561.jpg;-15;0;1;0;14.69512;100.8962;359.8684;192.7323;359.994
D:\IMG\robocam_2018_09_19_18_51_46_667.jpg;-15;0;1;0;14.69513;100.8962;359.8824;192.7323;359.9932
D:\IMG\robocam_2018_09_19_18_51_46_756.jpg;-15;0;1;0;14.69514;100.8962;359.9009;192.7323;359.9929
D:\IMG\robocam_2018_09_19_18_51_46_810.jpg;-15;0;1;0;14.69514;100.8962;359.9092;192.7323;359.9929
D:\IMG\robocam_2018_09_19_18_51_46_926.jpg;-15;0;1;0;14.69515;100.8962;359.936;192.7323;359.9933
D:\IMG\robocam_2018_09_19_18_51_47_054.jpg;-15;0;1;0;14.69516;100.8962;359.9684;192.7323;-0.005671267
D:\IMG\robocam_2018_09_19_18_51_47_122.jpg;-15;0;1;0;14.69517;100.8962;359.9818;192.7323;-0.005099189
D:\IMG\robocam_2018_09_19_18_51_47_196.jpg;-15;0;1;0;14.69517;100.8963;-0.001342114;192.7323;-0.004253777
D:\IMG\robocam_2018_09_19_18_51_47_299.jpg;-15;0;1;0;14.69518;100.8963;0.01750996;192.7323;-0.003122553
D:\IMG\robocam_2018_09_19_18_51_47_351.jpg;-15;0;1;0;14.69518;100.8963;0.02420645;192.7323;-0.002662588
D:\IMG\robocam_2018_09_19_18_51_47_441.jpg;-15;0;1;0;14.69519;100.8963;0.03854637;192.7323;-0.001532585
D:\IMG\robocam_2018_09_19_18_51_47_526.jpg;-15;0;1;0;14.69519;100.8963;0.04737506;192.7323;-0.0006802795
D:\IMG\robocam_2018_09_19_18_51_47_617.jpg;-15;0;1;0;14.69519;100.8963;0.05498984;192.7323;0.0002789139
D:\IMG\robocam_2018_09_19_18_51_47_767.jpg;-15;0;1;0;14.6952;100.8963;0.05941347;192.7323;0.00136232
D:\IMG\robocam_2018_09_19_18_51_47_808.jpg;-15;0;1;0;14.6952;100.8962;0.05942445;192.7323;0.00160826
D:\IMG\robocam_2018_09_19_18_51_47_885.jpg;-15;0;1;0;14.6952;100.8962;0.05793928;192.7323;0.002011774
D:\IMG\robocam_2018_09_19_18_51_47_988.jpg;-15;0;1;0;14.6952;100.8963;0.05358123;192.7323;0.002349178
D:\IMG\robocam_2018_09_19_18_51_48_039.jpg;-15;0;1;0;14.69519;100.8963;0.04984643;192.7323;0.00246472
D:\IMG\robocam_2018_09_19_18_51_48_120.jpg;-15;0;1;0;14.69519;100.8962;0.04383002;192.7323;0.002525103
D:\IMG\robocam_2018_09_19_18_51_48_200.jpg;-11.35346;0;1;0;14.69519;100.8962;0.03692147;192.7323;0.002487367
D:\IMG\robocam_2018_09_19_18_51_48_284.jpg;-7.742131;0;0;0;14.69519;100.8962;0.02935258;190.8742;0.003238009
D:\IMG\robocam_2018_09_19_18_51_48_357.jpg;0;0;0;0;14.69518;100.8963;0.02162063;190.8742;0.002685107
D:\IMG\robocam_2018_09_19_18_51_48_426.jpg;0;-0.2198807;0;0;14.69502;100.8962;0.0193582;190.873;0.002244629
D:\IMG\robocam_2018_09_19_18_51_48_498.jpg;0;-0.4262281;0;0;14.6991;100.897;359.9224;190.9222;0.001768744
D:\IMG\robocam_2018_09_19_18_51_48_573.jpg;0;-0.6412843;0;-0.04683986;14.70449;100.898;359.806;190.8721;0.001161392
D:\IMG\robocam_2018_09_19_18_51_48_663.jpg;0;-0.868997;0;-0.07279893;14.72008;100.9011;359.5023;190.9562;-0.0009875599
D:\IMG\robocam_2018_09_19_18_51_48_735.jpg;0;-1;0;-0.1425504;14.73977;100.9049;359.1835;190.8382;-0.001840949
D:\IMG\robocam_2018_09_19_18_51_48_796.jpg;0;-1;0;-0.1985488;14.75835;100.9085;358.9234;190.8982;0.000252388
D:\IMG\robocam_2018_09_19_18_51_48_886.jpg;0;-1;0;-0.2525278;14.78613;100.914;358.6507;190.887;-0.002395819
D:\IMG\robocam_2018_09_19_18_51_48_970.jpg;0;-1;0;-0.3201724;14.81248;100.9191;358.789;190.8136;-0.0005145135
D:\IMG\robocam_2018_09_19_18_51_49_045.jpg;0;-1;0;-0.4083135;14.84605;100.9257;358.8905;190.9694;-0.0001710536
D:\IMG\robocam_2018_09_19_18_51_49_128.jpg;0;-1;0;-0.4715927;14.88594;100.9335;358.8925;190.8069;-0.001293175
D:\IMG\robocam_2018_09_19_18_51_49_189.jpg;0;-1;0;-0.5298997;14.92065;100.9403;358.8252;190.7657;-0.0002107129
D:\IMG\robocam_2018_09_19_18_51_49_257.jpg;0;-1;0;-0.5862496;14.97003;100.9499;358.7644;190.9294;-0.0004037688
D:\IMG\robocam_2018_09_19_18_51_49_335.jpg;0;-1;0;-0.6354876;15.02407;100.9605;358.7633;191.2431;0.0001815759
D:\IMG\robocam_2018_09_19_18_51_49_412.jpg;-3.525464;-1;0;-0.7168909;15.06815;100.9679;358.779;191.7298;0.01442752
D:\IMG\robocam_2018_09_19_18_51_49_516.jpg;-6.993963;-1;0;-0.7674192;15.16435;100.9802;358.8288;193.2792;0.03986291
D:\IMG\robocam_2018_09_19_18_51_49_562.jpg;-11.64125;-1;0;-0.860315;15.19871;100.983;358.8468;194.1556;0.06654423
D:\IMG\robocam_2018_09_19_18_51_49_646.jpg;-13.75278;-1;0;-0.8747688;15.26991;100.9878;358.8997;196.4511;0.1136998
D:\IMG\robocam_2018_09_19_18_51_49_732.jpg;-15;-1;0;-0.914757;15.34479;100.9946;358.9335;199.0321;0.09600804
D:\IMG\robocam_2018_09_19_18_51_49_790.jpg;-15;-1;0;-0.9592417;15.40391;101.0025;358.9054;201.0167;0.04103478
D:\IMG\robocam_2018_09_19_18_51_49_893.jpg;-15;-1;0;-1.007396;15.50592;101.02;358.8265;204.6503;359.9619
D:\IMG\robocam_2018_09_19_18_51_49_969.jpg;-15;-1;0;-1.049861;15.59038;101.0396;358.786;207.6322;359.9167
D:\IMG\robocam_2018_09_19_18_51_50_011.jpg;-15;-1;0;-1.101187;15.63323;101.0516;358.8004;209.1081;359.9142
D:\IMG\robocam_2018_09_19_18_51_50_089.jpg;-15;-1;0;-1.130472;15.72103;101.08;358.8456;212.1411;359.9355
D:\IMG\robocam_2018_09_19_18_51_50_171.jpg;-15;-1;0;-1.187092;15.81141;101.1148;358.8581;215.229;359.9297
D:\IMG\robocam_2018_09_19_18_51_50_284.jpg;-15;-1;0;-1.23032;15.94875;101.1792;358.8647;220.2013;359.8687
D:\IMG\robocam_2018_09_19_18_51_50_328.jpg;-15;-1;0;-1.302158;15.99498;101.2044;358.8697;221.8334;359.8465
D:\IMG\robocam_2018_09_19_18_51_50_406.jpg;-15;-1;0;-1.335069;16.08714;101.2603;358.92;225.15;359.8203
D:\IMG\robocam_2018_09_19_18_51_50_481.jpg;-15;-1;0;-1.387534;16.17899;101.3238;358.9795;228.5756;359.7868
D:\IMG\robocam_2018_09_19_18_51_50_555.jpg;-15;-1;0;-1.436598;16.26973;101.3952;359.0327;232.0833;359.7254
D:\IMG\robocam_2018_09_19_18_51_50_639.jpg;-15;-1;0;-1.484653;16.35853;101.4747;359.0893;235.6671;359.6462
D:\IMG\robocam_2018_09_19_18_51_50_716.jpg;-15;-1;0;-1.533295;16.4443;101.5622;359.1812;239.2959;359.5729
D:\IMG\robocam_2018_09_19_18_51_50_795.jpg;-15;-1;0;-1.58432;16.52672;101.6579;359.2794;243.0391;359.4908
D:\IMG\robocam_2018_09_19_18_51_50_880.jpg;-15;-1;0;-1.632487;16.60467;101.7619;359.3784;246.8386;359.3889
D:\IMG\robocam_2018_09_19_18_51_50_947.jpg;-11.17782;-0.7451878;0;-1.681155;16.6568;101.8464;359.4853;249.1978;359.2554
D:\IMG\robocam_2018_09_19_18_51_51_030.jpg;-8.175228;0;0;-1.709099;16.71232;101.9626;359.8479;250.8735;358.9855
D:\IMG\robocam_2018_09_19_18_51_51_111.jpg;-4.466225;0;0.2472669;-1.701075;16.75906;102.0776;0.3128306;251.6702;358.7895
D:\IMG\robocam_2018_09_19_18_51_51_192.jpg;-0.7955916;0;0.4919758;-1.635452;16.80216;102.1899;0.577432;252.0727;358.9331
D:\IMG\robocam_2018_09_19_18_51_51_267.jpg;0;0;0.7371283;-1.519647;16.83889;102.2935;0.7786735;252.3532;359.3068
D:\IMG\robocam_2018_09_19_18_51_51_347.jpg;0;0;0.95911;-1.364961;16.86835;102.3803;1.103621;252.564;359.87
D:\IMG\robocam_2018_09_19_18_51_51_414.jpg;0;0;1;-1.133448;16.88712;102.4466;1.588858;252.4401;0.2558312
D:\IMG\robocam_2018_09_19_18_51_51_498.jpg;0;0;1;-0.9119891;16.90092;102.5087;1.672994;252.5934;0.2574786
D:\IMG\robocam_2018_09_19_18_51_51_609.jpg;0;0;1;-0.749234;16.91411;102.5753;1.316963;253.2289;359.941
D:\IMG\robocam_2018_09_19_18_51_51_676.jpg;0;0;1;-0.5017374;16.92107;102.5916;1.429072;253.3201;-0.00265306
D:\IMG\robocam_2018_09_19_18_51_51_742.jpg;0;0;1;-0.1040168;16.92053;102.592;1.55426;253.3175;359.9937
D:\IMG\robocam_2018_09_19_18_51_51_823.jpg;0;0;1;-0.02064499;16.91976;102.5923;1.323066;253.3172;-0.004322635
D:\IMG\robocam_2018_09_19_18_51_51_907.jpg;0;0;1;0.07173654;16.91984;102.5922;0.884629;253.316;0.0860981
D:\IMG\robocam_2018_09_19_18_51_51_998.jpg;0;0;1;0.0987004;16.91972;102.592;0.3536587;253.3163;0.1728884
D:\IMG\robocam_2018_09_19_18_51_52_074.jpg;0;0;1;0.09311683;16.91965;102.5919;359.9598;253.3177;0.2270508
D:\IMG\robocam_2018_09_19_18_51_52_203.jpg;0;0;1;0.08556873;16.91954;102.5917;359.4566;253.321;0.2681639
D:\IMG\robocam_2018_09_19_18_51_52_258.jpg;0;0;1;0.06405541;16.91951;102.5916;359.2696;253.3222;0.2511947
D:\IMG\robocam_2018_09_19_18_51_52_344.jpg;0;0;1;0.05220548;16.9195;102.5915;359.0793;253.3228;0.2062383
D:\IMG\robocam_2018_09_19_18_51_52_419.jpg;0;0;1;0.03935821;16.91948;102.5915;358.9648;253.3229;0.1292145
D:\IMG\robocam_2018_09_19_18_51_52_497.jpg;0;0;1;0.02733869;16.91951;102.5915;358.924;253.3214;0.02638344
D:\IMG\robocam_2018_09_19_18_51_52_580.jpg;0;0;1;0.02339077;16.91958;102.5914;358.9329;253.3194;359.9414
D:\IMG\robocam_2018_09_19_18_51_52_663.jpg;0;0;1;-0.01796714;16.9197;102.5914;358.9905;253.3182;359.8848
D:\IMG\robocam_2018_09_19_18_51_52_746.jpg;0;0;1;-0.02045262;16.91983;102.5914;359.0827;253.3178;359.8457
D:\IMG\robocam_2018_09_19_18_51_52_836.jpg;3.742164;0;1;-0.02441207;16.9199;102.5915;359.2296;253.3178;359.8106
D:\IMG\robocam_2018_09_19_18_51_52_913.jpg;7.761832;0;1;-0.02875643;16.91992;102.5915;359.3294;253.3178;359.7966
D:\IMG\robocam_2018_09_19_18_51_53_016.jpg;11.26378;0;1;-0.03058798;16.91995;102.5916;359.5433;253.3181;359.7848
D:\IMG\robocam_2018_09_19_18_51_53_093.jpg;15;0;1;-0.03250429;16.91996;102.5916;359.6527;253.3184;359.7864
D:\IMG\robocam_2018_09_19_18_51_53_162.jpg;15;0;1;-0.03254439;16.91998;102.5917;359.7963;253.3188;359.7952
D:\IMG\robocam_2018_09_19_18_51_53_300.jpg;15;0;1;-0.03171117;16.92;102.5918;0.02851075;253.3196;359.8257
D:\IMG\robocam_2018_09_19_18_51_53_426.jpg;15;0;1;-0.02744651;16.92001;102.5919;0.1960822;253.3201;359.8623
D:\IMG\robocam_2018_09_19_18_51_53_492.jpg;15;0;1;-0.02345237;16.92002;102.5919;0.266014;253.3203;359.8828
D:\IMG\robocam_2018_09_19_18_51_53_588.jpg;15;0;1;-0.02073374;16.92001;102.5919;0.3597158;253.3203;359.9182
D:\IMG\robocam_2018_09_19_18_51_53_686.jpg;15;0;1;-0.01592087;16.92;102.5919;0.4236651;253.3202;359.9532
D:\IMG\robocam_2018_09_19_18_51_53_757.jpg;15;0;1;-0.01111041;16.92;102.592;0.453482;253.3202;359.9795
D:\IMG\robocam_2018_09_19_18_51_53_860.jpg;15;0;1;0;16.91999;102.592;0.4653951;253.3201;0.009161401
D:\IMG\robocam_2018_09_19_18_51_53_915.jpg;15;0;1;0;16.91998;102.592;0.4600514;253.3201;0.02473528
D:\IMG\robocam_2018_09_19_18_51_54_010.jpg;15;0;1;0;16.91998;102.592;0.4387711;253.3201;0.04132111
D:\IMG\robocam_2018_09_19_18_51_54_122.jpg;15;0;1;0;16.91996;102.5919;0.3837091;253.3201;0.05972682
D:\IMG\robocam_2018_09_19_18_51_54_251.jpg;15;0;1;0.01077284;16.91995;102.5919;0.3081128;253.3201;0.07035467
D:\IMG\robocam_2018_09_19_18_51_54_329.jpg;10.88823;0;1;0.01220954;16.91994;102.5919;0.2504843;253.3201;0.07333155
D:\IMG\robocam_2018_09_19_18_51_54_446.jpg;7.446352;0;1;0.013157;16.91993;102.5919;0.159312;253.3201;0.07229924
D:\IMG\robocam_2018_09_19_18_51_54_547.jpg;2.172707;0;0;0.01365245;16.91993;102.5918;0.08455781;253.972;0.06635115
D:\IMG\robocam_2018_09_19_18_51_54_669.jpg;0;0;0;0.01295517;16.91992;102.5918;0.0001373183;253.972;0.05746714
D:\IMG\robocam_2018_09_19_18_51_54_758.jpg;0;0.2663562;0;0.012023;16.91921;102.5893;359.9937;253.9536;0.04771713
D:\IMG\robocam_2018_09_19_18_51_54_836.jpg;0;0.5353649;0;0.02750713;16.91768;102.584;0.06204997;253.9183;0.03888092
D:\IMG\robocam_2018_09_19_18_51_54_929.jpg;0;0.7674893;0;0.06091429;16.91469;102.5736;0.2374955;254.0447;0.0295861
D:\IMG\robocam_2018_09_19_18_51_55_050.jpg;0;1;0;0.1199092;16.90676;102.5461;0.6818649;254.2149;359.9916
D:\IMG\robocam_2018_09_19_18_51_55_096.jpg;0;1;0;0.2231678;16.90171;102.5272;0.9424036;254.1269;-0.0008907531
D:\IMG\robocam_2018_09_19_18_51_55_166.jpg;0;1;0;0.2640901;16.89538;102.5049;1.219105;254.214;-0.0002569373
D:\IMG\robocam_2018_09_19_18_51_55_269.jpg;0;1;0;0.3135916;16.88551;102.4696;1.229631;254.3055;-0.004570408
D:\IMG\robocam_2018_09_19_18_51_55_335.jpg;0;1;0;0.4197582;16.87624;102.4371;1.089584;254.3412;0.0003908322
D:\IMG\robocam_2018_09_19_18_51_55_428.jpg;0;1;0;0.4677022;16.86491;102.3973;1.07692;254.2941;0.0004058143
D:\IMG\robocam_2018_09_19_18_51_55_505.jpg;0;1;0;0.5440988;16.8518;102.3512;1.154203;254.2797;-0.0001013662
D:\IMG\robocam_2018_09_19_18_51_55_590.jpg;0;1;0;0.6132261;16.83732;102.3006;1.23447;254.2336;-0.001918341
D:\IMG\robocam_2018_09_19_18_51_55_665.jpg;3.807949;1;0;0.6551152;16.82304;102.2454;1.232086;254.4804;-0.001848647
D:\IMG\robocam_2018_09_19_18_51_55_796.jpg;7.176911;1;0;0.7321368;16.79881;102.1362;1.197956;255.5851;-0.00381831
D:\IMG\robocam_2018_09_19_18_51_55_849.jpg;13.0367;1;0;0.8489311;16.79292;102.1018;1.201156;256.1581;0.008984633
D:\IMG\robocam_2018_09_19_18_51_55_924.jpg;15;1;0;0.8755594;16.78296;102.0289;1.195095;257.5477;0.04120731
D:\IMG\robocam_2018_09_19_18_51_55_997.jpg;15;1;0;0.9443629;16.77442;101.9516;1.172885;259.0289;0.04859104
D:\IMG\robocam_2018_09_19_18_51_56_109.jpg;15;1;0;0.9957316;16.76586;101.8466;1.179312;260.8109;0.04605819
D:\IMG\robocam_2018_09_19_18_51_56_176.jpg;15;1;0;1.082817;16.76109;101.7569;1.195079;262.3701;0.0378902
D:\IMG\robocam_2018_09_19_18_51_56_227.jpg;15;1;0;1.145758;16.75951;101.71;1.207387;263.1724;0.03329887
D:\IMG\robocam_2018_09_19_18_51_56_305.jpg;15;1;0;1.176673;16.75822;101.6128;1.216619;264.8501;0.02485093
D:\IMG\robocam_2018_09_19_18_51_56_395.jpg;15;1;0;1.235092;16.76053;101.4844;1.214878;266.9667;0.02552261
D:\IMG\robocam_2018_09_19_18_51_56_490.jpg;15;1;0;1.316482;16.76599;101.3763;1.212694;268.7557;0.03939903
D:\IMG\robocam_2018_09_19_18_51_56_546.jpg;15;1;0;1.376605;16.77237;101.2922;1.208468;270.1464;0.053569
D:\IMG\robocam_2018_09_19_18_51_56_608.jpg;15;1;0;1.419693;16.78092;101.2058;1.19096;271.5701;0.06556993
D:\IMG\robocam_2018_09_19_18_51_56_681.jpg;15;1;0;1.465681;16.79623;101.087;1.164186;273.5182;0.09900967
D:\IMG\robocam_2018_09_19_18_51_56_818.jpg;15;1;0;1.525398;16.83419;100.8698;1.079661;277.0606;0.1751218
D:\IMG\robocam_2018_09_19_18_51_56_917.jpg;15;1;0;1.644142;16.87114;100.708;0.9954805;279.6888;0.2532301
D:\IMG\robocam_2018_09_19_18_51_56_993.jpg;15;1;0;1.702317;16.8976;100.6087;0.9336223;281.3038;0.307976
D:\IMG\robocam_2018_09_19_18_51_57_065.jpg;15;1;0;1.746542;16.9381;100.4738;0.8384263;283.4951;0.388249
D:\IMG\robocam_2018_09_19_18_51_57_150.jpg;15;1;0;1.803887;16.98508;100.3363;0.7351075;285.7335;0.4824977
D:\IMG\robocam_2018_09_19_18_51_57_238.jpg;15;1;0;1.861754;17.05324;100.1615;0.5907309;288.5903;0.6108698
D:\IMG\robocam_2018_09_19_18_51_57_302.jpg;15;1;0;1.932078;17.09945;100.0554;0.4957673;290.3377;0.6921757
D:\IMG\robocam_2018_09_19_18_51_57_382.jpg;15;1;0;1.974802;17.16749;99.91279;0.3641055;292.6992;0.8059253
D:\IMG\robocam_2018_09_19_18_51_57_469.jpg;15;1;0;2.029897;17.24326;99.76929;0.2271745;295.1014;0.9255373
D:\IMG\robocam_2018_09_19_18_51_57_541.jpg;15;1;0;2.085575;17.32698;99.62524;0.09367407;297.539;1.052243
D:\IMG\robocam_2018_09_19_18_51_57_626.jpg;15;1;0;2.139466;17.41838;99.48051;359.9838;299.9624;1.138573
D:\IMG\robocam_2018_09_19_18_51_57_706.jpg;15;1;0;2.192801;17.51866;99.33385;0.01390501;302.3896;1.140541
D:\IMG\robocam_2018_09_19_18_51_57_798.jpg;15;1;0;2.244186;17.65672;99.15292;0.02315349;305.5446;1.08751
D:\IMG\robocam_2018_09_19_18_51_57_883.jpg;15;1;0;2.313115;17.77785;99.01031;0.03833153;308.1272;1.079607
D:\IMG\robocam_2018_09_19_18_51_57_966.jpg;15;1;0;2.366552;17.90788;98.87021;0.03817041;310.7481;1.086967
D:\IMG\robocam_2018_09_19_18_51_58_056.jpg;15;1;0;2.420274;18.08273;98.69949;0.006810392;314.063;1.108834
D:\IMG\robocam_2018_09_19_18_51_58_147.jpg;15;1;0;2.486839;18.23299;98.56635;0.01377388;316.711;1.118741
D:\IMG\robocam_2018_09_19_18_51_58_236.jpg;15;1;0;2.538626;18.4335;98.40627;0.01113073;320.0865;1.119177
D:\IMG\robocam_2018_09_19_18_51_58_325.jpg;15;1;0;2.603984;18.60414;98.28402;0.00976621;322.8198;1.122081
D:\IMG\robocam_2018_09_19_18_51_58_419.jpg;15;1;0;2.655542;18.82996;98.13921;0.0158407;326.253;1.12086
D:\IMG\robocam_2018_09_19_18_51_58_513.jpg;15;1;0;2.719661;19.02037;98.03081;0.0153906;329.0201;1.122711
D:\IMG\robocam_2018_09_19_18_51_58_609.jpg;15;1;0;2.770056;19.27025;97.90551;0.01535597;332.5021;1.125271
D:\IMG\robocam_2018_09_19_18_51_58_706.jpg;15;1;0;2.832954;19.53279;97.79264;0.01605356;336.0035;1.127355
D:\IMG\robocam_2018_09_19_18_51_58_805.jpg;15;1;0;2.894793;19.80742;97.69354;0.01681416;339.5313;1.134073
D:\IMG\robocam_2018_09_19_18_51_58_903.jpg;15;1;0;2.956671;20.0931;97.60931;0.005854113;343.0903;1.138586
D:\IMG\robocam_2018_09_19_18_51_59_003.jpg;15;1;0;3.017493;20.38958;97.54108;0.01525224;346.6771;1.138985
D:\IMG\robocam_2018_09_19_18_51_59_105.jpg;15;1;0;3.077883;20.69537;97.49016;0.01461564;350.2918;1.143871
D:\IMG\robocam_2018_09_19_18_51_59_208.jpg;15;1;0;3.136274;21.00959;97.45744;0.01493869;353.9343;1.14618
D:\IMG\robocam_2018_09_19_18_51_59_310.jpg;15;1;0;3.196283;21.33081;97.44407;0.002679836;357.6039;1.150615
D:\IMG\robocam_2018_09_19_18_51_59_413.jpg;15;1;0;3.253618;21.65841;97.45083;0.01407787;1.295341;1.152912
D:\IMG\robocam_2018_09_19_18_51_59_521.jpg;15;1;0;3.31058;22.05724;97.48668;0.01422008;5.759293;1.152761
D:\IMG\robocam_2018_09_19_18_51_59_620.jpg;10.15047;0.6766982;0;3.378429;22.39301;97.53584;0.01115914;8.711838;1.106791
D:\IMG\robocam_2018_09_19_18_51_59_726.jpg;5.661329;0.3774219;0;3.419263;22.72975;97.59692;0.007149607;10.54881;1.064657
D:\IMG\robocam_2018_09_19_18_51_59_834.jpg;0.927551;0.06183673;0;3.434275;23.13233;97.67521;359.9572;11.26739;0.9688529
D:\IMG\robocam_2018_09_19_18_51_59_938.jpg;0;0.388607;0;3.41985;23.46801;97.7419;359.9417;11.36796;0.8532879
D:\IMG\robocam_2018_09_19_18_52_00_043.jpg;0;0.6992127;0;3.430627;23.8079;97.80994;0.02562287;11.37811;0.7131132
D:\IMG\robocam_2018_09_19_18_52_00_151.jpg;0;1;0;3.467087;24.15515;97.87945;0.2453969;11.37154;0.5407498
